Symbol	POL SNP cum. AF	POL SNP cum. AC	POL SNP cum. AN	GnomAD NFE SNP cum. AF	GnomAD NFE SNP cum. AC	GnomAD NFE SNP cum. AN	P-value	Cum. SNP AF fold change	fisher_p	symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)	FILTER	pscaled_fisher_p	pscaled_P-value	diff	greater_AF_in
RAD21	0.000464684	1	2152	0.0	0	64598	15.9574055613384	0.0	0.0322397003767854	RAD21	35.68	35.68000030517578	35.68	100.0	100.0	100.0	98.56	98.55999755859376	98.56	PASS	1.491609003011904	-1.2029622828802558	0.000464684	PL
HERC1	0.000464684	1	2152	0.0	0	64598	15.9574055613384	0.0	0.0322397003767854	HERC1	36.19	36.18999862670898	36.19	100.0	100.0	100.0	99.94	99.94000244140624	99.94	PASS	1.491609003011904	-1.2029622828802558	0.000464684	PL
PEX11B	0.00325279	7	2152	0.0070627722	456	64598	100.742699817437	-1.11855688006073	0.033663061566475	PEX11B	37.09	37.09000015258789	37.09	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.4728463886287195	-2.0032135853950663	-0.0038099822	NFE
TEX15	0.0	0	2152	0.0018136339	117	64598	170.992381727404	0.0	0.035206551555210054	TEX15	36.49	36.4900016784668	36.49	100.0	100.0	100.0	99.93	99.93000030517578	99.93	PASS	1.4533765115355297	-2.23297676157664	-0.0018136339	NFE
SPATA5L1	0.0	0	2152	0.001873997	121	64598	157.716451016506	0.0	0.035593306030291025	SPATA5L1	40.54	40.540000915527344	40.54	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.4486316713378313	-2.1978769958847697	-0.001873997	NFE
GDAP1	0.001394052	3	2152	0.000309764	20	64598	74.8967989211093	2.17004298409989	0.036639190258647175	GDAP1	37.77	37.77000045776367	37.77	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.436054132986918	-1.874463256409658	0.001084288	PL
DHCR7	0.014869904	32	2152	0.0101287216	654	64598	86.9400249121758	0.553943238000895	0.03824697316746406	DHCR7	41.65	41.650001525878906	41.65	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.4174029288419265	-1.9392197602994803	0.0047411824	PL
CLDN14	0.000929368	2	2152	0.0001238836	8	64598	69.0855255672673	2.90726475804297	0.03936534131316494	CLDN14	42.06	42.060001373291016	42.06	100.0	100.0	100.0	98.74	98.73999786376952	98.74	PASS	1.4048859786997585	-1.8393870658294718	0.0008054844	PL
ELP2	0.000929368	2	2152	0.0001238965	8	64598	69.0855255672673	2.9071145380209	0.03936534131316494	ELP2	37.0	37.0	37.0	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.4048859786997585	-1.8393870658294718	0.0008054714999999999	PL
ENPP1	0.000929368	2	2152	0.0001239071	8	64598	69.0855255672673	2.90699111311955	0.03936534131316494	ENPP1	35.82	35.81999969482422	35.82	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.4048859786997585	-1.8393870658294718	0.0008054608999999999	PL
CYP24A1	0.004182154	9	2152	0.0019510896	126	64598	86.1336633883167	1.09996615501686	0.04316219440340402	CYP24A1	39.47	39.470001220703125	39.47	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.3648964835196433	-1.9351729187765656	0.0022310644000000006	PL
NCF4	0.00139405	3	2152	0.0003408031	22	64598	108.81790758269	2.03227194314934	0.045392478143352365	NCF4	34.42	34.41999816894531	34.42	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.3430161068670938	-2.0367003707701405	0.0010532469	PL
ATP8B1	0.0009298	2	2152	0.0001394076	9	64598	99.7637337140584	2.73761121197168	0.0471029396338968	ATP8B1	37.29	37.290000915527344	37.29	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.3269519882651208	-1.9989726944908233	0.0007903924	PL
FCGR3A	0.000929368	2	2152	0.0001393772	9	64598	99.7637337140584	2.73725539338797	0.0471029396338968	FCGR3A	35.92	35.91999816894531	35.92	100.0	100.0	100.0	99.33	99.33000183105467	99.33	PASS	1.3269519882651208	-1.9989726944908233	0.0007899908	PL
ADAMTSL4	0.000468165	1	2152	0.0026044514	168	64598	168.660064696954	-2.47589052837115	0.047614344965620836	ADAMTSL4	36.04	36.040000915527344	36.04	100.0	100.0	100.0	98.28	98.27999877929688	98.28	PASS	1.3222621859169337	-2.2270122625837843	-0.0021362864	NFE
AC009690.1	0.0	0	2152	0.0016263899	105	64598	218.51783100123	0.0	0.05242583305873652											PASS	1.2804546597669986	-2.339486881075237	-0.0016263899	NFE
G6PC	0.0	0	2152	0.001657438	107	64598	209.70029438365	0.0	0.0525685941911714	G6PC	35.31	35.310001373291016	35.31	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.279273636890275	-2.321599040141572	-0.001657438	NFE
AC069503.2	0.0	0	2152	0.00171928	111	64598	193.193374974662	0.0	0.053709665246926844											PASS	1.2699475544177514	-2.28599222942275	-0.00171928	NFE
DUOXA2	0.0	0	2152	0.0017521166	113	64598	185.468222512504	0.0	0.054701830536435375	DUOXA2	43.11	43.11000061035156	43.11	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.2619981402374851	-2.2682695098017898	-0.0017521166	NFE
NMNAT1	0.0	0	2152	0.001749879	113	64598	185.468222512504	0.0	0.054701830536435375	NMNAT1	36.79	36.790000915527344	36.79	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.2619981402374851	-2.2682695098017898	-0.001749879	NFE
MCOLN1	0.001394052	3	2152	0.0003717111	24	64598	149.695337205034	1.90703070108859	0.05507939132398283	MCOLN1	44.5	44.5	44.5	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.2590108677269538	-2.1752082729037605	0.0010223409	PL
FTCD	0.000929368	2	2152	0.0001548889	10	64598	135.857629403878	2.58501621268201	0.05534010399744604	FTCD	43.07	43.06999969482422	43.07	100.0	100.0	100.0	99.15	99.1500015258789	99.15	PASS	1.2569600290498824	-2.1330840322641533	0.0007744790999999999	PL
DDX11	0.001394052	3	2152	0.0003872345	25	64598	172.634141574547	1.84800497874508	0.060261565964063915	DDX11	40.09	40.09000015258789	40.09	100.0	100.0	100.0	99.72	99.72000122070312	99.72	PASS	1.2199595868890922	-2.237126689589663	0.0010068175	PL
AMT	0.001394917	3	2152	0.0003871969	25	64598	172.634141574547	1.84903997455505	0.060261565964063915	AMT	35.79	35.790000915527344	35.79	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.2199595868890922	-2.237126689589663	0.0010077201000000002	PL
BRCA1	0.002323418	5	2152	0.0009447402	61	64598	194.37198840884	1.29825917567483	0.0617001633749747	BRCA1	36.79	36.790000915527344	36.79	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.209713686003127	-2.2886336774831704	0.0013786777999999999	PL
JAM3	0.000464684	1	2152	1.54904e-05	1	64598	160.058703481412	4.90680366719231	0.06344046989408356	JAM3	40.18	40.18000030517578	40.18	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1976336089241884	-2.2042792946699667	0.0004491936	PL
SUCLA2	0.000464684	1	2152	1.54866e-05	1	64598	160.058703481412	4.90715762278406	0.06344046989408356	SUCLA2	34.87	34.869998931884766	34.87	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1976336089241884	-2.2042792946699667	0.0004491974	PL
CPN1	0.000464684	1	2152	1.54895e-05	1	64598	160.058703481412	4.90688749093203	0.06344046989408356	CPN1	35.12	35.119998931884766	35.12	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1976336089241884	-2.2042792946699667	0.0004491945	PL
EFEMP2	0.000464684	1	2152	1.54885e-05	1	64598	160.058703481412	4.9069806341331	0.06344046989408356	EFEMP2	40.49	40.4900016784668	40.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1976336089241884	-2.2042792946699667	0.0004491955	PL
BRDT	0.000464684	1	2152	1.54899e-05	1	64598	160.058703481412	4.90685023533532	0.06344046989408356	BRDT	38.51	38.5099983215332	38.51	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1976336089241884	-2.2042792946699667	0.00044919409999999996	PL
XYLT2	0.000464684	1	2152	1.5488e-05	1	64598	160.058703481412	4.9070272079888	0.06344046989408356	XYLT2	42.71	42.709999084472656	42.71	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1976336089241884	-2.2042792946699667	0.00044919599999999996	PL
PMM2	0.003717476	8	2152	0.0070613707	456	64598	177.838151032172	-0.925624827477538	0.0647568338903921	PMM2	40.89	40.88999938964844	40.89	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.188714393049382	-2.2500249343923553	-0.0033438947	NFE
ACACA	0.0107577	23	2152	0.00726212	469	64598	181.248741423728	0.566906987476328	0.07222653774913013	ACACA	36.78	36.77999877929688	36.78	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1413032029783672	-2.2582749995485334	0.00349558	PL
HADHA	0.00371747	8	2152	0.0018746016	121	64598	189.993096238461	0.987737080574657	0.07241651974067062	HADHA	37.15	37.150001525878906	37.15	100.0	100.0	100.0	99.64	99.63999938964844	99.64	PASS	1.1401623507388534	-2.2787378203211768	0.0018428684	PL
LTBP2	0.000929368	2	2152	0.0001858388	12	64598	221.9661621555	2.32219822732077	0.07315431662426024	LTBP2	40.67	40.66999816894531	40.67	100.0	100.0	100.0	99.96	99.95999908447266	99.96	PASS	1.135760042323555	-2.346286773057708	0.0007435292	PL
NPHP3	0.000929368	2	2152	0.0032709957	211	64598	178.183024175016	-1.81540798693829	0.07515002443571075	NPHP3	35.81	35.810001373291016	35.81	100.0	100.0	100.0	99.89	99.88999938964844	99.89	PASS	1.1240708738622678	-2.250866325636314	-0.0023416277	NFE
FANCC	0.00232342	5	2152	0.001006732	65	64598	254.984103988681	1.20657029317206	0.0754288572941624	FANCC	38.06	38.060001373291016	38.06	100.0	100.0	100.0	99.56	99.55999755859376	99.56	PASS	1.1224624715575386	-2.4065131068450007	0.001316688	PL
FRAS1	0.00139405	3	2152	0.0004336632	28	64598	250.682143847262	1.68463537827291	0.07709846619910266	FRAS1	35.29	35.290000915527344	35.29	100.0	100.0	100.0	99.83	99.83000183105467	99.83	PASS	1.1129542617401187	-2.39912340015373	0.0009603868	PL
PCK2	0.0	0	2152	0.00147173	95	64598	269.063755869167	0.0	0.07846597271322814	PCK2	42.45	42.45000076293945	42.45	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1053186370977404	-2.4298552002307106	-0.00147173	NFE
PEX7	0.0	0	2152	0.0014716038	95	64598	269.063755869167	0.0	0.07846597271322814	PEX7	37.54	37.540000915527344	37.54	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.1053186370977404	-2.4298552002307106	-0.0014716038	NFE
OSBPL8	0.0	0	2152	0.0014870866	96	64598	263.477685128602	0.0	0.07873305042175682	OSBPL8	37.63	37.630001068115234	37.63	100.0	100.0	100.0	99.97	99.97000122070312	99.97	PASS	1.1038429219903116	-2.4207438391466933	-0.0014870866	NFE
MYO7A	0.0	0	2152	0.0015179715	98	64598	252.681235609493	0.0	0.07956975455725948	MYO7A	40.8	40.79999923706055	40.8	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0992519815718504	-2.402572991924533	-0.0015179715	NFE
NARS1	0.0	0	2152	0.0015493642	100	64598	242.364580921207	0.0	0.08080353879299325											PASS	1.0925696188712646	-2.384469152481039	-0.0015493642	NFE
PRKRA	0.0	0	2152	0.0015818165	102	64598	232.503694225156	0.0	0.08242699003297982	PRKRA	54.01	54.0099983215332	54.01	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.083930558896257	-2.3664298577371734	-0.0015818165	NFE
PLEKHG2	0.000929368	2	2152	0.0002013689	13	64598	270.738901478134	2.20640908430588	0.08265704639186482	PLEKHG2	38.29	38.290000915527344	38.29	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0827201175473269	-2.4325506624327335	0.0007279990999999999	PL
MFSD8	0.000929368	2	2152	0.0002014962	13	64598	270.738901478134	2.20549733948202	0.08265704639186482	MFSD8	37.07	37.06999969482422	37.07	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0827201175473269	-2.4325506624327335	0.0007278718	PL
PAPSS2	0.000929368	2	2152	0.0002015903	13	64598	270.738901478134	2.20482374904516	0.08265704639186482	PAPSS2	36.86	36.86000061035156	36.86	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0827201175473269	-2.4325506624327335	0.0007277777	PL
TRMU	0.00139405	3	2152	0.0004493085	29	64598	279.523230427589	1.63350404679385	0.08312106885670265	TRMU	40.71	40.709999084472656	40.71	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0802888808071913	-2.4464179067744065	0.0009447415	PL
CLDN16	0.001394052	3	2152	0.0004490626	29	64598	279.523230427589	1.63429589870959	0.08312106885670265	CLDN16	38.69	38.68999862670898	38.69	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0802888808071913	-2.4464179067744065	0.0009449894	PL
ANO5	0.002323418	5	2152	0.0050235117	325	64598	216.174309470924	-1.11244750792161	0.08428792899791249	ANO5	36.36	36.36000061035156	36.36	100.0	100.0	100.0	99.98	99.9800033569336	99.98	PASS	1.0742346168932124	-2.3348040803760224	-0.0027000937000000004	NFE
ABCA3	0.00232342	5	2152	0.0051104809	330	64598	200.131324535902	-1.13720908538543	0.08525264202006533	ABCA3	40.21	40.209999084472656	40.21	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.069292153133637	-2.3013150696875897	-0.0027870608999999995	NFE
H6PD	0.000929368	2	2152	0.0002167879	14	64598	322.523679673108	2.09996573580064	0.09251052552729405	H6PD	42.59	42.59000015258789	42.59	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0338088519272741	-2.5085616060219262	0.0007125801	PL
TP53RK	0.000464684	1	2152	3.09713e-05	2	64598	369.146801793693	3.90724612525251	0.09363577325410764	TP53RK	42.11	42.11000061035156	42.11	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0285581987115067	-2.5671991101433735	0.00043371269999999996	PL
COL3A1	0.000464684	1	2152	3.10048e-05	2	64598	369.146801793693	3.90568648246838	0.09363577325410764	COL3A1	37.52	37.52000045776367	37.52	100.0	100.0	100.0	99.74	99.73999786376952	99.74	PASS	1.0285581987115067	-2.5671991101433735	0.0004336792	PL
PLD1	0.000464684	1	2152	3.09746e-05	2	64598	369.146801793693	3.9070924139128	0.09363577325410764	PLD1	36.39	36.38999938964844	36.39	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0285581987115067	-2.5671991101433735	0.0004337094	PL
CFAP53	0.000464684	1	2152	3.09703e-05	2	64598	369.146801793693	3.90729270767986	0.09363577325410764	CFAP53	36.31	36.310001373291016	36.31	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0285581987115067	-2.5671991101433735	0.0004337137	PL
TEX14	0.000464684	1	2152	3.09799e-05	2	64598	369.146801793693	3.90684557845338	0.09363577325410764	TEX14	37.38	37.380001068115234	37.38	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0285581987115067	-2.5671991101433735	0.00043370409999999996	PL
WEE2	0.000465116	1	2152	3.09799e-05	2	64598	369.146801793693	3.90818617708214	0.09363577325410764	WEE2	35.24	35.2400016784668	35.24	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0285581987115067	-2.5671991101433735	0.00043413610000000004	PL
CLRN1	0.000464684	1	2152	3.09655e-05	2	64598	369.146801793693	3.90751632427027	0.09363577325410764	CLRN1	36.61	36.61000061035156	36.61	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0285581987115067	-2.5671991101433735	0.0004337185	PL
BDP1	0.00139405	3	2152	0.000480203	31	64598	340.951033994034	1.53756598513098	0.09574337328065506	BDP1	36.63	36.630001068115234	36.63	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0188912752939456	-2.532692011857122	0.000913847	PL
LIPT1	0.000464684	1	2152	0.0022766781	147	64598	252.167220455328	-2.29260844699637	0.09728240044082143	LIPT1	36.86	36.86000061035156	36.86	100.0	100.0	100.0	100.0	100.0	100.0	PASS	1.0119657217335425	-2.4016886314019845	-0.0018119941	NFE
DUOX2	0.00139795	3	2152	0.00376402	243	64598	216.765983833733	-1.42896153254529	0.09887642925321244	DUOX2	36.83	36.83000183105469	36.83	100.0	100.0	100.0	99.48	99.4800033569336	99.48	PASS	1.0049072257466345	-2.335991131222533	-0.0023660699999999996	NFE
RBBP8	0.00139405	3	2152	0.0005110876	33	64598	406.808070689884	1.4476398126433	0.1090899785099791	RBBP8	38.57	38.56999969482422	38.57	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.9622151437995609	-2.609389560330631	0.0008829624	PL
SBF1	0.000929368	2	2152	0.000248016	16	64598	432.990292440413	1.90581677611738	0.11314158543915492	SBF1	43.7	43.70000076293945	43.7	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.9463777398376806	-2.636478159663247	0.000681352	PL
TMEM107	0.024163606	52	2152	0.0193774364	1252	64598	281.796222431262	0.318458050578473	0.11341979785852671	TMEM107	34.13	34.130001068115234	34.13	100.0	100.0	100.0	93.45	93.4499969482422	93.45	PASS	0.9453111310669893	-2.4499351669555445	0.004786169600000001	PL
PPT1	0.0	0	2152	0.0013167913	85	64598	332.664438340127	0.0	0.11842531836718201	PPT1	35.84	35.84000015258789	35.84	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.9265554390684497	-2.5220063774900696	-0.0013167913	NFE
RNF123	0.0	0	2152	0.0013161256	85	64598	332.664438340127	0.0	0.11842531836718201	RNF123	43.26	43.2599983215332	43.26	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.9265554390684497	-2.5220063774900696	-0.0013161256	NFE
EME2	0.0	0	2152	0.0013512545	87	64598	318.724715672493	0.0	0.11993510751985592	EME2	48.43	48.43000030517578	48.43	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.921053671193308	-2.503415742369206	-0.0013512545	NFE
RFXAP	0.000464684	1	2152	4.65059e-05	3	64598	578.058215103816	3.3207643094764	0.12285799770794814	RFXAP	40.1	40.09999847412109	40.1	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.910596566922001	-2.7619715775645304	0.0004181781	PL
GAN	0.000464684	1	2152	4.64919e-05	3	64598	578.058215103816	3.32119867955236	0.12285799770794814	GAN	36.51	36.5099983215332	36.51	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.910596566922001	-2.7619715775645304	0.0004181921	PL
CEP41	0.000464684	1	2152	4.64603e-05	3	64598	578.058215103816	3.32217959587384	0.12285799770794814	CEP41	36.71	36.709999084472656	36.71	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.910596566922001	-2.7619715775645304	0.0004182237	PL
SAMD9	0.000464684	1	2152	4.64838e-05	3	64598	578.058215103816	3.32145005340297	0.12285799770794814	SAMD9	35.32	35.31999969482422	35.32	100.0	100.0	100.0	99.78	99.77999877929688	99.78	PASS	0.910596566922001	-2.7619715775645304	0.0004182002	PL
HSF2BP	0.000464684	1	2152	4.64569e-05	3	64598	578.058215103816	3.3222851772547	0.12285799770794814	HSF2BP	23.04	23.040000915527344	23.04	59.4	59.400001525878906	59.4	59.4	59.400001525878906	59.4	LOW_DP	0.910596566922001	-2.7619715775645304	0.0004182271	PL
SLC25A46	0.000464684	1	2152	4.64593e-05	3	64598	578.058215103816	3.32221064841907	0.12285799770794814	SLC25A46	36.41	36.40999984741211	36.41	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.910596566922001	-2.7619715775645304	0.0004182247	PL
CNTNAP1	0.000464684	1	2152	4.64607e-05	3	64598	578.058215103816	3.32216717504288	0.12285799770794814	CNTNAP1	36.6	36.59999847412109	36.6	100.0	100.0	100.0	99.89	99.88999938964844	99.89	PASS	0.910596566922001	-2.7619715775645304	0.0004182233	PL
CDH3	0.000464684	1	2152	4.64583e-05	3	64598	578.058215103816	3.32224170163269	0.12285799770794814	CDH3	39.26	39.2599983215332	39.26	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.910596566922001	-2.7619715775645304	0.00041822569999999996	PL
LEPR	0.00139405	3	2152	0.00054193	35	64598	476.423029868783	1.3631038881415	0.12310487682188172	LEPR	35.97	35.970001220703125	35.97	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.9097247420737212	-2.677992746730114	0.0008521199999999999	PL
NARS2	0.000929368	2	2152	0.0002633618	17	64598	490.735952327078	1.81920386952686	0.12385933352757769	NARS2	39.07	39.06999969482422	39.07	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.9070712612073945	-2.6908478764551247	0.0006660062	PL
LARP7	0.000932836	2	2152	0.0002637095	17	64598	490.735952327078	1.82267392159873	0.12385933352757769	LARP7	36.17	36.16999816894531	36.17	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.9070712612073945	-2.6908478764551247	0.0006691265000000001	PL
KIF7	0.000929368	2	2152	0.0002633825	17	64598	490.735952327078	1.81909047945368	0.12385933352757769	KIF7	41.08	41.08000183105469	41.08	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.9070712612073945	-2.6908478764551247	0.0006659855	PL
ERCC6L2	0.00139405	3	2152	0.0005576443	36	64598	512.43650846589	1.32186522640049	0.1303450561872407	ERCC6L2	35.14	35.13999938964844	35.14	100.0	100.0	100.0	98.99	98.98999786376952	98.99	PASS	0.8849054363891555	-2.7096400634232665	0.0008364056999999999	PL
NDUFB3	0.000464684	1	2152	0.0020607019	133	64598	330.792888361646	-2.14881394456296	0.1365473077575587	NDUFB3	37.2	37.20000076293945	37.2	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.8647168582306755	-2.5195561641861497	-0.0015960179000000002	NFE
PSMB4	0.000464684	1	2152	0.00207501	134	64598	324.410726787407	-2.15879641325077	0.1371496101074471	PSMB4	37.03	37.02999877929688	37.03	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.8628054226815803	-2.5110952059200047	-0.001610326	NFE
PRKN	0.002323418	5	2152	0.0046310185	299	64598	321.357098689896	-0.995080791379423	0.14107535205287952	PRKN	35.4	35.400001525878906	35.4	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.8505488572767257	-2.506987897797998	-0.0023076005000000005	NFE
MSH3	0.001394052	3	2152	0.0005888618	38	64598	586.489124499981	1.24328338392515	0.14525473393457683	MSH3	33.52	33.52000045776367	33.52	100.0	100.0	100.0	97.35	97.3499984741211	97.35	PASS	0.8378697048022635	-2.7682599632317055	0.0008051902	PL
ADSL	0.001859601	4	2152	0.0009136638	59	64598	581.282547931689	1.02525780585812	0.1454957104820685	ADSL	37.32	37.31999969482422	37.32	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.8371498103992334	-2.7643872841627486	0.0009459372	PL
HADHB	0.000929368	2	2152	0.0002882294	19	64598	609.308971404365	1.68903246990481	0.1459616142715802	HADHB	37.4	37.400001525878906	37.4	100.0	100.0	100.0	99.95	99.9499969482422	99.95	PASS	0.835761342173909	-2.7848375726800683	0.0006411386	PL
SERPINB8	0.000929368	2	2152	0.0002942564	19	64598	609.308971404365	1.65917617698053	0.1459616142715802	SERPINB8	34.33	34.33000183105469	34.33	100.0	100.0	100.0	99.91	99.91000366210938	99.91	PASS	0.835761342173909	-2.7848375726800683	0.0006351116	PL
ERCC4	0.000929368	2	2152	0.0002942502	19	64598	609.308971404365	1.65920657497184	0.1459616142715802	ERCC4	36.11	36.11000061035156	36.11	100.0	100.0	100.0	99.97	99.97000122070312	99.97	PASS	0.835761342173909	-2.7848375726800683	0.0006351178	PL
TYR	0.006970268	15	2152	0.0047262731	305	64598	368.592969341467	0.560511131870423	0.14979063748067156	TYR	40.06	40.060001373291016	40.06	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.8245153309459778	-2.566547047092156	0.0022439949	PL
ATP7B	0.00697026	15	2152	0.0047390235	306	64598	376.695478672794	0.556622656483661	0.150683449988761	ATP7B	35.13	35.130001068115234	35.13	100.0	100.0	100.0	99.8	99.8000030517578	99.8	PASS	0.8219344449199976	-2.575990407569234	0.0022312365	PL
KIAA1109	0.000465116	1	2152	6.19632e-05	4	64598	769.818293877579	2.90810701238889	0.1511384877459287	KIAA1109	36.18	36.18000030517578	36.18	100.0	100.0	100.0	99.97	99.97000122070312	99.97	PASS	0.82062492753894	-2.88638822740768	0.0004031528	PL
PEX10	0.000464684	1	2152	6.19598e-05	4	64598	769.818293877579	2.90684557845338	0.1511384877459287	PEX10	46.96	46.959999084472656	46.96	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.88638822740768	0.0004027242	PL
ITGA7	0.000465983	1	2152	6.19949e-05	4	64598	769.818293877579	2.91005588098454	0.1511384877459287	ITGA7	35.98	35.97999954223633	35.98	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.88638822740768	0.0004039881	PL
SUCLG1	0.000464684	1	2152	6.19434e-05	4	64598	769.818293877579	2.90722749270271	0.1511384877459287	SUCLG1	40.0	40.0	40.0	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.88638822740768	0.0004027406	PL
POMK	0.000464684	1	2152	6.19368e-05	4	64598	769.818293877579	2.90738121843577	0.1511384877459287	POMK	35.49	35.4900016784668	35.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.88638822740768	0.00040274719999999997	PL
